"DONNEES - Effectifs des médecins"
"SEXE - Ensemble tous sexes confondus"
"SECT.ACTIVITE - ENSEMBLE"

;;ANNEE;"2015"
"Ile-de-France";"Gériatrie";"Ensemble tous âges confondus";445
"Ile-de-France";"Gériatrie";"Moins de 30 ans";0
"Ile-de-France";"Gériatrie";"Entre 30 et 34 ans";21
"Ile-de-France";"Gériatrie";"Entre 35 et 39 ans";39
"Ile-de-France";"Gériatrie";"Entre 40 et 44 ans";70
"Ile-de-France";"Gériatrie";"Entre 45 et 49 ans";95
"Ile-de-France";"Gériatrie";"Entre 50 et 54 ans";102
"Ile-de-France";"Gériatrie";"Entre 55 et 59 ans";66
"Ile-de-France";"Gériatrie";"Entre 60 et 64 ans";38
"Ile-de-France";"Gériatrie";"Entre 65 et 69 ans";13
"Ile-de-France";"Gériatrie";"70 ans et plus";1
"Ile-de-France";"Gynécologie médicale";"Ensemble tous âges confondus";1064
"Ile-de-France";"Gynécologie médicale";"Moins de 30 ans";5
"Ile-de-France";"Gynécologie médicale";"Entre 30 et 34 ans";29
"Ile-de-France";"Gynécologie médicale";"Entre 35 et 39 ans";13
"Ile-de-France";"Gynécologie médicale";"Entre 40 et 44 ans";3
"Ile-de-France";"Gynécologie médicale";"Entre 45 et 49 ans";5
"Ile-de-France";"Gynécologie médicale";"Entre 50 et 54 ans";28
"Ile-de-France";"Gynécologie médicale";"Entre 55 et 59 ans";271
"Ile-de-France";"Gynécologie médicale";"Entre 60 et 64 ans";365
"Ile-de-France";"Gynécologie médicale";"Entre 65 et 69 ans";253
"Ile-de-France";"Gynécologie médicale";"70 ans et plus";92
"Ile-de-France";"Gynécologie-obstétrique";"Ensemble tous âges confondus";1020
"Ile-de-France";"Gynécologie-obstétrique";"Moins de 30 ans";6
"Ile-de-France";"Gynécologie-obstétrique";"Entre 30 et 34 ans";148
"Ile-de-France";"Gynécologie-obstétrique";"Entre 35 et 39 ans";200
"Ile-de-France";"Gynécologie-obstétrique";"Entre 40 et 44 ans";119
"Ile-de-France";"Gynécologie-obstétrique";"Entre 45 et 49 ans";109
"Ile-de-France";"Gynécologie-obstétrique";"Entre 50 et 54 ans";133
"Ile-de-France";"Gynécologie-obstétrique";"Entre 55 et 59 ans";142
"Ile-de-France";"Gynécologie-obstétrique";"Entre 60 et 64 ans";79
"Ile-de-France";"Gynécologie-obstétrique";"Entre 65 et 69 ans";57
"Ile-de-France";"Gynécologie-obstétrique";"70 ans et plus";27
"Ile-de-France";"Hématologie";"Ensemble tous âges confondus";151
"Ile-de-France";"Hématologie";"Moins de 30 ans";2
"Ile-de-France";"Hématologie";"Entre 30 et 34 ans";35
"Ile-de-France";"Hématologie";"Entre 35 et 39 ans";24
"Ile-de-France";"Hématologie";"Entre 40 et 44 ans";30
"Ile-de-France";"Hématologie";"Entre 45 et 49 ans";29
"Ile-de-France";"Hématologie";"Entre 50 et 54 ans";23
"Ile-de-France";"Hématologie";"Entre 55 et 59 ans";6
"Ile-de-France";"Hématologie";"Entre 60 et 64 ans";1
"Ile-de-France";"Hématologie";"Entre 65 et 69 ans";0
"Ile-de-France";"Hématologie";"70 ans et plus";1
"Ile-de-France";"Gastro-entérologie et hépatologie";"Ensemble tous âges confondus";847
"Ile-de-France";"Gastro-entérologie et hépatologie";"Moins de 30 ans";18
"Ile-de-France";"Gastro-entérologie et hépatologie";"Entre 30 et 34 ans";54
"Ile-de-France";"Gastro-entérologie et hépatologie";"Entre 35 et 39 ans";54
"Ile-de-France";"Gastro-entérologie et hépatologie";"Entre 40 et 44 ans";76
"Ile-de-France";"Gastro-entérologie et hépatologie";"Entre 45 et 49 ans";111
"Ile-de-France";"Gastro-entérologie et hépatologie";"Entre 50 et 54 ans";145
"Ile-de-France";"Gastro-entérologie et hépatologie";"Entre 55 et 59 ans";174
"Ile-de-France";"Gastro-entérologie et hépatologie";"Entre 60 et 64 ans";135
"Ile-de-France";"Gastro-entérologie et hépatologie";"Entre 65 et 69 ans";53
"Ile-de-France";"Gastro-entérologie et hépatologie";"70 ans et plus";27
"Ile-de-France";"Médecine du travail";"Ensemble tous âges confondus";1235
"Ile-de-France";"Médecine du travail";"Moins de 30 ans";3
"Ile-de-France";"Médecine du travail";"Entre 30 et 34 ans";45
"Ile-de-France";"Médecine du travail";"Entre 35 et 39 ans";55
"Ile-de-France";"Médecine du travail";"Entre 40 et 44 ans";80
"Ile-de-France";"Médecine du travail";"Entre 45 et 49 ans";109
"Ile-de-France";"Médecine du travail";"Entre 50 et 54 ans";125
"Ile-de-France";"Médecine du travail";"Entre 55 et 59 ans";294
"Ile-de-France";"Médecine du travail";"Entre 60 et 64 ans";362
"Ile-de-France";"Médecine du travail";"Entre 65 et 69 ans";126
"Ile-de-France";"Médecine du travail";"70 ans et plus";36
"Ile-de-France";"Médecine interne";"Ensemble tous âges confondus";717
"Ile-de-France";"Médecine interne";"Moins de 30 ans";2
"Ile-de-France";"Médecine interne";"Entre 30 et 34 ans";72
"Ile-de-France";"Médecine interne";"Entre 35 et 39 ans";72
"Ile-de-France";"Médecine interne";"Entre 40 et 44 ans";70
"Ile-de-France";"Médecine interne";"Entre 45 et 49 ans";85
"Ile-de-France";"Médecine interne";"Entre 50 et 54 ans";71
"Ile-de-France";"Médecine interne";"Entre 55 et 59 ans";98
"Ile-de-France";"Médecine interne";"Entre 60 et 64 ans";119
"Ile-de-France";"Médecine interne";"Entre 65 et 69 ans";78
"Ile-de-France";"Médecine interne";"70 ans et plus";50
"Ile-de-France";"Médecine nucléaire";"Ensemble tous âges confondus";158
"Ile-de-France";"Médecine nucléaire";"Moins de 30 ans";8
"Ile-de-France";"Médecine nucléaire";"Entre 30 et 34 ans";26
"Ile-de-France";"Médecine nucléaire";"Entre 35 et 39 ans";21
"Ile-de-France";"Médecine nucléaire";"Entre 40 et 44 ans";9
"Ile-de-France";"Médecine nucléaire";"Entre 45 et 49 ans";15
"Ile-de-France";"Médecine nucléaire";"Entre 50 et 54 ans";17
"Ile-de-France";"Médecine nucléaire";"Entre 55 et 59 ans";26
"Ile-de-France";"Médecine nucléaire";"Entre 60 et 64 ans";23
"Ile-de-France";"Médecine nucléaire";"Entre 65 et 69 ans";12
"Ile-de-France";"Médecine nucléaire";"70 ans et plus";1
"Ile-de-France";"Médecine physique et réadaptation";"Ensemble tous âges confondus";337
"Ile-de-France";"Médecine physique et réadaptation";"Moins de 30 ans";8
"Ile-de-France";"Médecine physique et réadaptation";"Entre 30 et 34 ans";12
"Ile-de-France";"Médecine physique et réadaptation";"Entre 35 et 39 ans";32
"Ile-de-France";"Médecine physique et réadaptation";"Entre 40 et 44 ans";25
"Ile-de-France";"Médecine physique et réadaptation";"Entre 45 et 49 ans";37
"Ile-de-France";"Médecine physique et réadaptation";"Entre 50 et 54 ans";53
"Ile-de-France";"Médecine physique et réadaptation";"Entre 55 et 59 ans";65
"Ile-de-France";"Médecine physique et réadaptation";"Entre 60 et 64 ans";62
"Ile-de-France";"Médecine physique et réadaptation";"Entre 65 et 69 ans";32
"Ile-de-France";"Médecine physique et réadaptation";"70 ans et plus";11
"Ile-de-France";"Néphrologie";"Ensemble tous âges confondus";360
"Ile-de-France";"Néphrologie";"Moins de 30 ans";11
"Ile-de-France";"Néphrologie";"Entre 30 et 34 ans";54
"Ile-de-France";"Néphrologie";"Entre 35 et 39 ans";31
"Ile-de-France";"Néphrologie";"Entre 40 et 44 ans";44
"Ile-de-France";"Néphrologie";"Entre 45 et 49 ans";40
"Ile-de-France";"Néphrologie";"Entre 50 et 54 ans";52
"Ile-de-France";"Néphrologie";"Entre 55 et 59 ans";41
"Ile-de-France";"Néphrologie";"Entre 60 et 64 ans";45
"Ile-de-France";"Néphrologie";"Entre 65 et 69 ans";33
"Ile-de-France";"Néphrologie";"70 ans et plus";9
"Ile-de-France";"Neurochirurgie";"Ensemble tous âges confondus";106
"Ile-de-France";"Neurochirurgie";"Moins de 30 ans";0
"Ile-de-France";"Neurochirurgie";"Entre 30 et 34 ans";9
"Ile-de-France";"Neurochirurgie";"Entre 35 et 39 ans";17
"Ile-de-France";"Neurochirurgie";"Entre 40 et 44 ans";23
"Ile-de-France";"Neurochirurgie";"Entre 45 et 49 ans";11
"Ile-de-France";"Neurochirurgie";"Entre 50 et 54 ans";10
"Ile-de-France";"Neurochirurgie";"Entre 55 et 59 ans";13
"Ile-de-France";"Neurochirurgie";"Entre 60 et 64 ans";8
"Ile-de-France";"Neurochirurgie";"Entre 65 et 69 ans";9
"Ile-de-France";"Neurochirurgie";"70 ans et plus";6
"Ile-de-France";"Neurologie";"Ensemble tous âges confondus";589
"Ile-de-France";"Neurologie";"Moins de 30 ans";13
"Ile-de-France";"Neurologie";"Entre 30 et 34 ans";77
"Ile-de-France";"Neurologie";"Entre 35 et 39 ans";70
"Ile-de-France";"Neurologie";"Entre 40 et 44 ans";73
"Ile-de-France";"Neurologie";"Entre 45 et 49 ans";84
"Ile-de-France";"Neurologie";"Entre 50 et 54 ans";79
"Ile-de-France";"Neurologie";"Entre 55 et 59 ans";75
"Ile-de-France";"Neurologie";"Entre 60 et 64 ans";75
"Ile-de-France";"Neurologie";"Entre 65 et 69 ans";34
"Ile-de-France";"Neurologie";"70 ans et plus";9
"Ile-de-France";"ORL et chirurgie cervico-faciale";"Ensemble tous âges confondus";796
"Ile-de-France";"ORL et chirurgie cervico-faciale";"Moins de 30 ans";3
"Ile-de-France";"ORL et chirurgie cervico-faciale";"Entre 30 et 34 ans";58
"Ile-de-France";"ORL et chirurgie cervico-faciale";"Entre 35 et 39 ans";46
"Ile-de-France";"ORL et chirurgie cervico-faciale";"Entre 40 et 44 ans";32
"Ile-de-France";"ORL et chirurgie cervico-faciale";"Entre 45 et 49 ans";68
"Ile-de-France";"ORL et chirurgie cervico-faciale";"Entre 50 et 54 ans";102
"Ile-de-France";"ORL et chirurgie cervico-faciale";"Entre 55 et 59 ans";172
"Ile-de-France";"ORL et chirurgie cervico-faciale";"Entre 60 et 64 ans";172
"Ile-de-France";"ORL et chirurgie cervico-faciale";"Entre 65 et 69 ans";97
"Ile-de-France";"ORL et chirurgie cervico-faciale";"70 ans et plus";46
"Ile-de-France";"Oncologie option médicale";"Ensemble tous âges confondus";272
"Ile-de-France";"Oncologie option médicale";"Moins de 30 ans";0
"Ile-de-France";"Oncologie option médicale";"Entre 30 et 34 ans";37
"Ile-de-France";"Oncologie option médicale";"Entre 35 et 39 ans";37
"Ile-de-France";"Oncologie option médicale";"Entre 40 et 44 ans";28
"Ile-de-France";"Oncologie option médicale";"Entre 45 et 49 ans";40
"Ile-de-France";"Oncologie option médicale";"Entre 50 et 54 ans";49
"Ile-de-France";"Oncologie option médicale";"Entre 55 et 59 ans";33
"Ile-de-France";"Oncologie option médicale";"Entre 60 et 64 ans";20
"Ile-de-France";"Oncologie option médicale";"Entre 65 et 69 ans";19
"Ile-de-France";"Oncologie option médicale";"70 ans et plus";9
"Ile-de-France";"Ophtalmologie";"Ensemble tous âges confondus";1510
"Ile-de-France";"Ophtalmologie";"Moins de 30 ans";12
"Ile-de-France";"Ophtalmologie";"Entre 30 et 34 ans";100
"Ile-de-France";"Ophtalmologie";"Entre 35 et 39 ans";109
"Ile-de-France";"Ophtalmologie";"Entre 40 et 44 ans";77
"Ile-de-France";"Ophtalmologie";"Entre 45 et 49 ans";101
"Ile-de-France";"Ophtalmologie";"Entre 50 et 54 ans";147
"Ile-de-France";"Ophtalmologie";"Entre 55 et 59 ans";402
"Ile-de-France";"Ophtalmologie";"Entre 60 et 64 ans";334
"Ile-de-France";"Ophtalmologie";"Entre 65 et 69 ans";161
"Ile-de-France";"Ophtalmologie";"70 ans et plus";67
"Ile-de-France";"Pédiatrie";"Ensemble tous âges confondus";2266
"Ile-de-France";"Pédiatrie";"Moins de 30 ans";39
"Ile-de-France";"Pédiatrie";"Entre 30 et 34 ans";218
"Ile-de-France";"Pédiatrie";"Entre 35 et 39 ans";242
"Ile-de-France";"Pédiatrie";"Entre 40 et 44 ans";220
"Ile-de-France";"Pédiatrie";"Entre 45 et 49 ans";224
"Ile-de-France";"Pédiatrie";"Entre 50 et 54 ans";254
"Ile-de-France";"Pédiatrie";"Entre 55 et 59 ans";399
"Ile-de-France";"Pédiatrie";"Entre 60 et 64 ans";365
"Ile-de-France";"Pédiatrie";"Entre 65 et 69 ans";219
"Ile-de-France";"Pédiatrie";"70 ans et plus";86
"Ile-de-France";"Pneumologie";"Ensemble tous âges confondus";648
"Ile-de-France";"Pneumologie";"Moins de 30 ans";10
"Ile-de-France";"Pneumologie";"Entre 30 et 34 ans";61
"Ile-de-France";"Pneumologie";"Entre 35 et 39 ans";65
"Ile-de-France";"Pneumologie";"Entre 40 et 44 ans";62
"Ile-de-France";"Pneumologie";"Entre 45 et 49 ans";91
"Ile-de-France";"Pneumologie";"Entre 50 et 54 ans";96
"Ile-de-France";"Pneumologie";"Entre 55 et 59 ans";100
"Ile-de-France";"Pneumologie";"Entre 60 et 64 ans";113
"Ile-de-France";"Pneumologie";"Entre 65 et 69 ans";42
"Ile-de-France";"Pneumologie";"70 ans et plus";8
"Ile-de-France";"Psychiatrie";"Ensemble tous âges confondus";4367
"Ile-de-France";"Psychiatrie";"Moins de 30 ans";65
"Ile-de-France";"Psychiatrie";"Entre 30 et 34 ans";281
"Ile-de-France";"Psychiatrie";"Entre 35 et 39 ans";318
"Ile-de-France";"Psychiatrie";"Entre 40 et 44 ans";321
"Ile-de-France";"Psychiatrie";"Entre 45 et 49 ans";399
"Ile-de-France";"Psychiatrie";"Entre 50 et 54 ans";555
"Ile-de-France";"Psychiatrie";"Entre 55 et 59 ans";681
"Ile-de-France";"Psychiatrie";"Entre 60 et 64 ans";817
"Ile-de-France";"Psychiatrie";"Entre 65 et 69 ans";580
"Ile-de-France";"Psychiatrie";"70 ans et plus";350
"Ile-de-France";"Radiodiagnostic et imagerie médicale";"Ensemble tous âges confondus";2017
"Ile-de-France";"Radiodiagnostic et imagerie médicale";"Moins de 30 ans";12
"Ile-de-France";"Radiodiagnostic et imagerie médicale";"Entre 30 et 34 ans";149
"Ile-de-France";"Radiodiagnostic et imagerie médicale";"Entre 35 et 39 ans";187
"Ile-de-France";"Radiodiagnostic et imagerie médicale";"Entre 40 et 44 ans";169
"Ile-de-France";"Radiodiagnostic et imagerie médicale";"Entre 45 et 49 ans";187
"Ile-de-France";"Radiodiagnostic et imagerie médicale";"Entre 50 et 54 ans";306
"Ile-de-France";"Radiodiagnostic et imagerie médicale";"Entre 55 et 59 ans";402
"Ile-de-France";"Radiodiagnostic et imagerie médicale";"Entre 60 et 64 ans";317
"Ile-de-France";"Radiodiagnostic et imagerie médicale";"Entre 65 et 69 ans";194
"Ile-de-France";"Radiodiagnostic et imagerie médicale";"70 ans et plus";94
"Ile-de-France";"Radiothérapie";"Ensemble tous âges confondus";171
"Ile-de-France";"Radiothérapie";"Moins de 30 ans";1
"Ile-de-France";"Radiothérapie";"Entre 30 et 34 ans";24
"Ile-de-France";"Radiothérapie";"Entre 35 et 39 ans";18
"Ile-de-France";"Radiothérapie";"Entre 40 et 44 ans";16
"Ile-de-France";"Radiothérapie";"Entre 45 et 49 ans";15
"Ile-de-France";"Radiothérapie";"Entre 50 et 54 ans";21
"Ile-de-France";"Radiothérapie";"Entre 55 et 59 ans";25
"Ile-de-France";"Radiothérapie";"Entre 60 et 64 ans";33
"Ile-de-France";"Radiothérapie";"Entre 65 et 69 ans";14
"Ile-de-France";"Radiothérapie";"70 ans et plus";4
"Ile-de-France";"Réanimation médicale";"Ensemble tous âges confondus";109
"Ile-de-France";"Réanimation médicale";"Moins de 30 ans";0
"Ile-de-France";"Réanimation médicale";"Entre 30 et 34 ans";7
"Ile-de-France";"Réanimation médicale";"Entre 35 et 39 ans";24
"Ile-de-France";"Réanimation médicale";"Entre 40 et 44 ans";26
"Ile-de-France";"Réanimation médicale";"Entre 45 et 49 ans";16
"Ile-de-France";"Réanimation médicale";"Entre 50 et 54 ans";21
"Ile-de-France";"Réanimation médicale";"Entre 55 et 59 ans";8
"Ile-de-France";"Réanimation médicale";"Entre 60 et 64 ans";6
"Ile-de-France";"Réanimation médicale";"Entre 65 et 69 ans";1
"Ile-de-France";"Réanimation médicale";"70 ans et plus";0
"Ile-de-France";"Recherche médicale";"Ensemble tous âges confondus";7
"Ile-de-France";"Recherche médicale";"Moins de 30 ans";0
"Ile-de-France";"Recherche médicale";"Entre 30 et 34 ans";0
"Ile-de-France";"Recherche médicale";"Entre 35 et 39 ans";0
"Ile-de-France";"Recherche médicale";"Entre 40 et 44 ans";0
"Ile-de-France";"Recherche médicale";"Entre 45 et 49 ans";0
"Ile-de-France";"Recherche médicale";"Entre 50 et 54 ans";4
"Ile-de-France";"Recherche médicale";"Entre 55 et 59 ans";3
"Ile-de-France";"Recherche médicale";"Entre 60 et 64 ans";0
"Ile-de-France";"Recherche médicale";"Entre 65 et 69 ans";0
"Ile-de-France";"Recherche médicale";"70 ans et plus";0
"Ile-de-France";"Rhumatologie";"Ensemble tous âges confondus";650
"Ile-de-France";"Rhumatologie";"Moins de 30 ans";3
"Ile-de-France";"Rhumatologie";"Entre 30 et 34 ans";39
"Ile-de-France";"Rhumatologie";"Entre 35 et 39 ans";34
"Ile-de-France";"Rhumatologie";"Entre 40 et 44 ans";36
"Ile-de-France";"Rhumatologie";"Entre 45 et 49 ans";58
"Ile-de-France";"Rhumatologie";"Entre 50 et 54 ans";99
"Ile-de-France";"Rhumatologie";"Entre 55 et 59 ans";131
"Ile-de-France";"Rhumatologie";"Entre 60 et 64 ans";140
"Ile-de-France";"Rhumatologie";"Entre 65 et 69 ans";61
"Ile-de-France";"Rhumatologie";"70 ans et plus";49
"Ile-de-France";"Santé publique et médecine sociale";"Ensemble tous âges confondus";477
"Ile-de-France";"Santé publique et médecine sociale";"Moins de 30 ans";7
"Ile-de-France";"Santé publique et médecine sociale";"Entre 30 et 34 ans";40
"Ile-de-France";"Santé publique et médecine sociale";"Entre 35 et 39 ans";61
"Ile-de-France";"Santé publique et médecine sociale";"Entre 40 et 44 ans";57
"Ile-de-France";"Santé publique et médecine sociale";"Entre 45 et 49 ans";63
"Ile-de-France";"Santé publique et médecine sociale";"Entre 50 et 54 ans";65
"Ile-de-France";"Santé publique et médecine sociale";"Entre 55 et 59 ans";78
"Ile-de-France";"Santé publique et médecine sociale";"Entre 60 et 64 ans";81
"Ile-de-France";"Santé publique et médecine sociale";"Entre 65 et 69 ans";25
"Ile-de-France";"Santé publique et médecine sociale";"70 ans et plus";0
"Ile-de-France";"Généralistes";"Ensemble tous âges confondus";18331
"Ile-de-France";"Généralistes";"Moins de 30 ans";242
"Ile-de-France";"Généralistes";"Entre 30 et 34 ans";1165
"Ile-de-France";"Généralistes";"Entre 35 et 39 ans";1340
"Ile-de-France";"Généralistes";"Entre 40 et 44 ans";1434
"Ile-de-France";"Généralistes";"Entre 45 et 49 ans";1743
"Ile-de-France";"Généralistes";"Entre 50 et 54 ans";3077
"Ile-de-France";"Généralistes";"Entre 55 et 59 ans";3645
"Ile-de-France";"Généralistes";"Entre 60 et 64 ans";3372
"Ile-de-France";"Généralistes";"Entre 65 et 69 ans";1656
"Ile-de-France";"Généralistes";"70 ans et plus";657
"Ile-de-France";"Médecine générale";"Ensemble tous âges confondus";18331
"Ile-de-France";"Médecine générale";"Moins de 30 ans";242
"Ile-de-France";"Médecine générale";"Entre 30 et 34 ans";1165
"Ile-de-France";"Médecine générale";"Entre 35 et 39 ans";1340
"Ile-de-France";"Médecine générale";"Entre 40 et 44 ans";1434
"Ile-de-France";"Médecine générale";"Entre 45 et 49 ans";1743
"Ile-de-France";"Médecine générale";"Entre 50 et 54 ans";3077
"Ile-de-France";"Médecine générale";"Entre 55 et 59 ans";3645
"Ile-de-France";"Médecine générale";"Entre 60 et 64 ans";3372
"Ile-de-France";"Médecine générale";"Entre 65 et 69 ans";1656
"Ile-de-France";"Médecine générale";"70 ans et plus";657
"La Réunion";"Ensemble des spécialités d'exercice";"Ensemble tous âges confondus";2610
"La Réunion";"Ensemble des spécialités d'exercice";"Moins de 30 ans";59
"La Réunion";"Ensemble des spécialités d'exercice";"Entre 30 et 34 ans";287
"La Réunion";"Ensemble des spécialités d'exercice";"Entre 35 et 39 ans";296
"La Réunion";"Ensemble des spécialités d'exercice";"Entre 40 et 44 ans";324
"La Réunion";"Ensemble des spécialités d'exercice";"Entre 45 et 49 ans";299
"La Réunion";"Ensemble des spécialités d'exercice";"Entre 50 et 54 ans";375
"La Réunion";"Ensemble des spécialités d'exercice";"Entre 55 et 59 ans";387
"La Réunion";"Ensemble des spécialités d'exercice";"Entre 60 et 64 ans";334
"La Réunion";"Ensemble des spécialités d'exercice";"Entre 65 et 69 ans";184
"La Réunion";"Ensemble des spécialités d'exercice";"70 ans et plus";65
"La Réunion";"Spécialistes";"Ensemble tous âges confondus";1229
"La Réunion";"Spécialistes";"Moins de 30 ans";23
"La Réunion";"Spécialistes";"Entre 30 et 34 ans";154
"La Réunion";"Spécialistes";"Entre 35 et 39 ans";126
"La Réunion";"Spécialistes";"Entre 40 et 44 ans";157
"La Réunion";"Spécialistes";"Entre 45 et 49 ans";138
"La Réunion";"Spécialistes";"Entre 50 et 54 ans";147
